SA2_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
201021011,..,3,8,4,7,0,0,0,0,0,26,..,0,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,15,4,7,0,5,0,0,0,28,6,5,0,0,0,0,0,0,0,0,13,0,3,3,0,0,5,6,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,5,6,0,0,4,38,6,5,5,4,0,3,9,0,0,0,37,7,0,24,11,7,15,12,3,0,0,86,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0
201021012,..,0,3,0,0,5,0,0,0,0,5,..,0,3,0,0,0,5,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,5,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,5,5,0,0,0,17,3,6,4,0,0,0,0,0,0,3,15,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,3,20,6,3,5,0,0,0,0,0,0,0,24,4,0,0,0,0,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
201031013,..,0,0,3,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,5,0,0,0,6,0,3,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
201031014,..,4,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201031015,..,3,0,0,0,0,0,0,0,7,10,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,11,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,5,6,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
201031016,..,0,0,3,0,0,0,0,0,0,11,..,0,0,0,0,0,7,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,3,5,0,0,10,0,0,3,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,17,0,6,3,0,0,0,0,0,0,0,14,0,3,20,5,14,11,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
201031017,..,0,4,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,10,0,4,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
202011018,..,0,6,3,3,3,4,0,0,0,23,..,3,20,17,12,14,14,3,0,7,92,..,0,0,3,6,12,5,0,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,3,20,20,21,25,23,3,3,7,121,..,0,0,0,0,0,0,0,0,0,0,..,3,29,29,20,29,20,3,3,4,145,12,21,9,0,4,0,0,0,0,5,53,0,20,44,16,13,17,9,4,0,3,136,0,0,0,3,9,11,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,20,51,19,25,30,10,4,0,3,161,0,0,0,0,0,0,0,0,0,0,0,18,44,57,22,26,30,10,4,0,9,213,21,11,20,4,0,6,3,5,0,0,73,11,30,67,34,30,42,24,11,4,4,251,3,12,7,3,3,8,10,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,10,40
202011019,..,3,4,0,0,0,0,4,0,0,11,..,10,20,6,11,12,4,3,0,0,62,..,0,0,0,0,0,4,4,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,5,20,6,11,13,9,5,0,0,70,..,0,0,0,0,0,0,0,0,0,0,..,10,28,6,10,13,9,7,0,0,80,0,11,0,0,0,5,0,0,0,0,22,0,46,42,9,4,12,6,0,0,0,115,0,0,0,0,0,11,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,46,38,10,3,19,6,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,6,56,45,10,3,20,6,0,0,0,149,9,5,0,0,0,0,0,0,0,0,27,6,57,37,4,15,17,3,0,0,4,140,0,14,24,3,3,11,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,6,67
202011020,..,3,4,0,3,10,4,0,0,0,20,..,4,11,13,6,16,6,6,4,0,61,..,0,0,0,3,4,0,3,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,4,11,9,14,21,10,8,6,0,79,..,0,0,0,0,0,0,0,0,0,0,..,8,13,14,11,30,10,8,4,0,102,9,14,9,0,0,0,0,0,0,0,41,7,32,16,4,6,15,14,5,0,3,97,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,32,16,8,6,10,14,5,0,3,100,0,0,0,0,0,0,0,0,0,0,0,19,51,20,6,6,14,16,4,0,4,142,22,12,17,5,7,3,6,0,0,0,66,12,29,66,30,21,32,16,4,4,6,206,0,4,7,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,12,32
202011021,..,3,12,4,6,0,0,3,0,0,29,..,0,9,8,3,0,8,4,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,8,3,0,8,4,0,0,37,..,0,0,0,0,0,0,0,0,0,0,..,4,20,6,7,4,8,12,0,0,67,15,12,5,0,0,0,0,0,0,4,30,4,13,21,10,6,6,9,7,0,0,83,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,13,29,10,14,6,8,7,0,0,88,0,0,0,0,0,0,0,0,0,0,0,16,21,32,10,14,6,8,7,0,3,122,14,10,14,0,3,0,3,4,0,0,50,3,18,28,12,12,14,15,12,0,0,132,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,22
202011022,..,5,7,8,10,0,8,0,0,8,39,..,7,28,13,5,8,7,7,3,0,83,..,0,3,0,0,0,4,4,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,7,37,9,5,11,15,9,3,4,100,..,0,0,0,0,0,0,0,0,0,0,..,13,37,22,11,12,17,9,3,6,146,9,18,0,0,0,4,3,0,0,0,36,4,42,29,6,13,12,12,3,0,0,128,0,0,7,0,7,5,4,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,4,42,37,11,20,12,16,3,0,5,148,0,0,0,0,0,0,0,0,0,0,0,14,64,40,12,19,16,16,4,0,5,182,28,8,13,14,4,5,0,5,0,3,90,3,58,84,20,27,19,28,9,0,0,251,4,23,23,11,0,0,3,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,8,83
202011023,..,0,6,0,0,0,0,0,0,0,6,..,0,3,3,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,6,3,3,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,20,11,0,0,0,0,0,5,0,0,0,18,0,0,12,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202011024,..,9,14,5,4,5,0,0,0,3,50,..,4,12,0,0,6,3,0,0,0,26,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,12,0,0,6,3,0,0,0,31,..,0,0,0,0,0,0,0,0,0,0,..,12,28,4,8,16,8,3,0,3,81,8,19,8,0,6,0,0,0,0,0,48,0,14,5,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,12,38,14,0,7,5,0,0,0,0,76,12,5,6,0,4,0,0,0,0,0,36,5,12,17,3,3,5,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12
202011025,..,0,8,10,3,0,7,0,3,0,35,..,23,27,8,12,4,3,0,0,0,73,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,21,27,10,12,4,3,0,0,0,79,..,0,0,0,0,0,0,0,0,0,0,..,24,32,17,14,4,9,0,7,0,112,9,7,10,0,3,3,3,0,6,0,37,0,63,20,15,14,0,9,0,0,0,120,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,63,25,15,16,3,7,0,3,0,129,0,0,0,0,0,0,0,0,0,0,0,13,73,32,15,19,5,9,0,4,3,170,23,4,4,3,0,0,4,0,0,0,44,6,61,53,20,11,20,18,5,0,5,202,0,16,19,3,0,0,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,83
202021026,..,0,5,0,4,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,8,5,4,0,0,0,0,0,12,4,10,4,0,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,11,9,0,0,0,0,0,0,0,37,3,5,9,0,0,0,0,0,0,0,13,0,3,5,0,3,0,0,0,0,0,14,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6
202021027,..,10,16,0,8,0,0,4,0,0,37,..,5,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,4,4,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,10,20,0,7,0,4,5,0,0,49,3,10,0,0,0,0,3,0,0,0,20,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,15,6,17,0,0,0,3,3,0,0,15,52,19,3,7,7,0,0,0,0,0,3,43,3,3,14,3,5,6,6,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
202021028,..,0,6,0,0,0,3,0,0,4,16,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,3,0,0,4,18,8,4,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,0,0,4,0,0,0,16,6,0,8,0,0,0,0,0,0,0,22,0,0,4,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202021029,..,0,0,0,0,0,0,0,0,0,3,..,0,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202021030,..,6,18,5,7,0,0,0,3,5,43,..,5,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,5,18,5,7,0,0,0,3,10,45,13,21,0,0,0,3,0,0,0,0,44,5,8,3,0,3,3,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,4,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,16,29,7,0,3,6,6,0,0,0,75,23,10,15,8,7,3,7,0,0,0,71,5,6,6,9,5,0,26,0,0,0,61,3,3,0,0,0,11,20,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7,4
202021031,..,6,27,0,0,4,6,4,0,0,48,..,0,5,0,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,5,0,4,0,9,..,0,0,0,0,0,0,0,0,0,0,..,6,29,0,3,4,12,4,4,0,60,8,18,6,0,0,0,0,0,0,0,37,0,0,5,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,18,6,0,3,0,6,0,0,0,46,13,5,6,0,0,0,0,0,0,0,25,0,0,6,0,3,6,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202031032,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,9,0,4,0,0,0,0,0,0,0,12,5,4,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
202031033,..,0,0,0,0,0,0,0,0,0,7,..,4,9,0,0,0,8,0,0,0,23,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,9,0,0,0,8,0,3,0,22,..,0,0,0,0,0,0,0,0,0,0,..,3,13,3,0,0,3,0,6,0,26,0,4,0,0,0,0,0,0,0,0,4,0,6,10,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,5,0,0,0,28,5,0,5,0,3,4,0,0,4,0,21,0,6,5,4,6,0,3,0,8,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
203011034,..,7,13,0,0,4,0,0,0,6,25,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,13,3,0,4,0,0,0,3,29,0,15,3,0,0,0,0,0,0,0,25,3,5,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,4,0,0,0,37,10,6,8,0,0,3,0,0,0,3,23,5,0,10,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
203011035,..,7,8,0,3,0,0,0,0,5,28,..,0,0,0,0,6,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,11,9,0,3,4,0,0,0,5,30,3,7,7,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,8,0,0,0,0,0,0,0,28,10,12,9,0,0,0,3,0,0,0,35,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
203011036,..,4,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,5,3,0,0,0,0,0,0,10,8,13,6,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,0,0,0,0,0,5,0,24,7,7,10,0,0,4,0,0,0,0,33,3,0,6,0,5,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
